loan_id,business_id,credit_officer_id,acquisition_channel,sector,principal,total_owing_at_issue,application_number,applying_for_loan_number,loan_number,employee_count,approval_status,paid_late,total_recovered_on_time,total_recovered_15_dpd,cash_yield_15_dpd,repayment_duration_days,Target
822356,158089,108016.0,Friend,Beauty Fashion,1200000.0,1344000.0,22,22,22.0,1.0,Approved,False,1344000.0,1344000.0,144000.0,0,0
849149,158089,108016.0,Friend,Beauty Fashion,1255200.0,1405700.0,23,23,23.0,1.0,Approved,False,1405700.0,1405700.0,150500.0,0,0
879203,158089,108016.0,Friend,Beauty Fashion,1318000.0,1476000.0,24,24,24.0,1.0,Approved,False,1476000.0,1476000.0,158000.0,1,0
900270,158089,108016.0,Friend,Beauty Fashion,1376700.0,1541700.0,25,25,25.0,1.0,Approved,False,1541700.0,1541700.0,165000.0,9,0
928644,158089,108016.0,Friend,Beauty Fashion,1514400.0,1695800.0,26,26,26.0,1.0,Approved,False,1695800.0,1695800.0,181400.0,0,0
952934,158089,108016.0,Friend,Beauty Fashion,1657900.0,1856300.0,27,27,27.0,1.0,Approved,False,1856300.0,1856300.0,198400.0,0,0
975927,158089,108016.0,Friend,Beauty Fashion,1795500.0,2010200.0,28,28,28.0,1.0,Approved,False,2010200.0,2010200.0,214700.0,0,0
461975,352232,245782.0,Friend,Drugshop,150000.0,166700.0,1,1,1.0,0.0,Approved,False,166700.0,166700.0,16700.0,22,0
491785,352232,245782.0,Friend,Drugshop,162900.0,181100.0,2,2,2.0,0.0,Approved,False,181100.0,181100.0,18200.0,25,0
522773,352232,245782.0,Friend,Drugshop,179200.0,200500.0,3,3,3.0,0.0,Approved,False,200500.0,200500.0,21300.0,23,0
554063,352232,245782.0,Friend,Drugshop,197100.0,220600.0,4,4,4.0,0.0,Approved,False,220600.0,220600.0,23500.0,3,0
581653,352232,40809.0,Friend,Drugshop,216800.0,242600.0,5,5,5.0,0.0,Approved,False,242600.0,242600.0,25800.0,2,0
613176,352232,40809.0,Friend,Drugshop,238500.0,266800.0,6,6,6.0,0.0,Approved,False,266800.0,266800.0,28300.0,1,0
642326,352232,40809.0,Friend,Drugshop,260400.0,291400.0,7,7,7.0,0.0,Approved,False,291400.0,291400.0,31000.0,1,0
676667,352232,395021.0,Friend,Drugshop,286400.0,320500.0,8,8,8.0,0.0,Approved,False,320500.0,320500.0,34100.0,0,0
693285,352232,395021.0,Friend,Drugshop,305400.0,341700.0,9,9,9.0,0.0,Approved,False,341700.0,341700.0,36300.0,0,0
721742,352232,395021.0,Friend,Drugshop,335900.0,375900.0,10,10,10.0,0.0,Approved,False,375900.0,375900.0,40000.0,0,0
752489,352232,395021.0,Friend,Drugshop,369500.0,413500.0,11,11,11.0,0.0,Approved,False,413500.0,413500.0,44000.0,0,0
783177,352232,395021.0,Friend,Drugshop,406400.0,455600.0,12,12,12.0,0.0,Approved,False,455600.0,455600.0,49200.0,0,0
815651,352232,395021.0,Friend,Drugshop,447000.0,501100.0,13,13,13.0,0.0,Approved,False,501100.0,501100.0,54100.0,9,0
848724,352232,395021.0,Friend,Drugshop,491700.0,551300.0,14,14,14.0,0.0,Approved,False,551300.0,551300.0,59600.0,16,0
881401,352232,395021.0,Friend,Drugshop,540900.0,606400.0,15,15,15.0,0.0,Approved,True,0.0,606400.0,65500.0,0,1
911406,352232,395021.0,Friend,Drugshop,595000.0,703300.0,16,16,16.0,0.0,Approved,False,703300.0,703300.0,108300.0,0,0
938512,352232,395021.0,Friend,Drugshop,654500.0,747000.0,17,17,17.0,0.0,Approved,False,747000.0,747000.0,92500.0,0,0
966495,352232,395021.0,Friend,Drugshop,720000.0,821600.0,18,18,18.0,0.0,Approved,False,821600.0,821600.0,101600.0,0,0
461975,352232,245782.0,Friend,Drugshop,150000.0,166700.0,1,1,1.0,0.0,Approved,False,166700.0,166700.0,16700.0,22,0
491785,352232,245782.0,Friend,Drugshop,162900.0,181100.0,2,2,2.0,0.0,Approved,False,181100.0,181100.0,18200.0,25,0
522773,352232,245782.0,Friend,Drugshop,179200.0,200500.0,3,3,3.0,0.0,Approved,False,200500.0,200500.0,21300.0,23,0
554063,352232,245782.0,Friend,Drugshop,197100.0,220600.0,4,4,4.0,0.0,Approved,False,220600.0,220600.0,23500.0,3,0
581653,352232,40809.0,Friend,Drugshop,216800.0,242600.0,5,5,5.0,0.0,Approved,False,242600.0,242600.0,25800.0,2,0
613176,352232,40809.0,Friend,Drugshop,238500.0,266800.0,6,6,6.0,0.0,Approved,False,266800.0,266800.0,28300.0,1,0
642326,352232,40809.0,Friend,Drugshop,260400.0,291400.0,7,7,7.0,0.0,Approved,False,291400.0,291400.0,31000.0,1,0
676667,352232,395021.0,Friend,Drugshop,286400.0,320500.0,8,8,8.0,0.0,Approved,False,320500.0,320500.0,34100.0,0,0
693285,352232,395021.0,Friend,Drugshop,305400.0,341700.0,9,9,9.0,0.0,Approved,False,341700.0,341700.0,36300.0,0,0
721742,352232,395021.0,Friend,Drugshop,335900.0,375900.0,10,10,10.0,0.0,Approved,False,375900.0,375900.0,40000.0,0,0
752489,352232,395021.0,Friend,Drugshop,369500.0,413500.0,11,11,11.0,0.0,Approved,False,413500.0,413500.0,44000.0,0,0
783177,352232,395021.0,Friend,Drugshop,406400.0,455600.0,12,12,12.0,0.0,Approved,False,455600.0,455600.0,49200.0,0,0
815651,352232,395021.0,Friend,Drugshop,447000.0,501100.0,13,13,13.0,0.0,Approved,False,501100.0,501100.0,54100.0,9,0
848724,352232,395021.0,Friend,Drugshop,491700.0,551300.0,14,14,14.0,0.0,Approved,False,551300.0,551300.0,59600.0,16,0
881401,352232,395021.0,Friend,Drugshop,540900.0,606400.0,15,15,15.0,0.0,Approved,True,0.0,606400.0,65500.0,0,1
911406,352232,395021.0,Friend,Drugshop,595000.0,703300.0,16,16,16.0,0.0,Approved,False,703300.0,703300.0,108300.0,0,0
938512,352232,395021.0,Friend,Drugshop,654500.0,747000.0,17,17,17.0,0.0,Approved,False,747000.0,747000.0,92500.0,0,0
966495,352232,395021.0,Friend,Drugshop,720000.0,821600.0,18,18,18.0,0.0,Approved,False,821600.0,821600.0,101600.0,0,0
989656,352232,395021.0,Friend,Drugshop,782000.0,884300.0,19,19,19.0,0.0,Approved,False,884300.0,884300.0,102300.0,0,0
484530,367148,306028.0,Friend,Other,230000.0,262600.0,1,1,1.0,0.0,Approved,False,262600.0,262600.0,32600.0,18,0
512597,367148,306028.0,Friend,Other,240000.0,269200.0,2,2,2.0,0.0,Approved,False,269200.0,269200.0,29200.0,20,0
537880,367148,306028.0,Friend,Other,200000.0,223800.0,3,3,3.0,0.0,Approved,False,223800.0,223800.0,23800.0,11,0
555946,367148,10859.0,Friend,Other,200000.0,223800.0,4,4,4.0,0.0,Approved,False,223800.0,223800.0,23800.0,20,0
583691,367148,10859.0,Friend,Other,300000.0,335700.0,5,5,5.0,0.0,Approved,False,335700.0,335700.0,35700.0,17,0
609071,367148,10859.0,Friend,Other,250000.0,279800.0,6,6,6.0,0.0,Approved,False,279800.0,279800.0,29800.0,24,0
647147,367148,10859.0,Friend,Other,200000.0,223800.0,7,7,7.0,0.0,Approved,False,223800.0,223800.0,23800.0,12,0
669597,367148,10859.0,Friend,Other,300000.0,335700.0,8,8,8.0,0.0,Approved,False,335700.0,335700.0,35700.0,27,0
697733,367148,10859.0,Friend,Other,300000.0,335700.0,9,9,9.0,0.0,Approved,False,335700.0,335700.0,35700.0,19,0
741261,367148,10859.0,Friend,Other,300000.0,335700.0,10,10,10.0,0.0,Approved,False,335700.0,335700.0,35700.0,24,0
771283,367148,85891.0,Friend,Other,220000.0,246600.0,11,11,11.0,0.0,Approved,False,246600.0,246600.0,26600.0,11,0
803184,367148,85891.0,Friend,Other,300000.0,336300.0,12,12,12.0,0.0,Approved,False,336300.0,336300.0,36300.0,8,0
826674,367148,85891.0,Friend,Other,300000.0,336300.0,13,13,13.0,0.0,Approved,False,336300.0,336300.0,36300.0,25,0
860882,367148,85891.0,Friend,Other,400000.0,448400.0,14,14,14.0,0.0,Approved,False,448400.0,448400.0,48400.0,28,0
893115,367148,85891.0,Friend,Other,400000.0,448400.0,15,15,15.0,0.0,Approved,False,448400.0,448400.0,48400.0,21,0
954140,367148,85891.0,Friend,Other,400000.0,448400.0,16,16,16.0,0.0,Approved,False,448400.0,448400.0,48400.0,19,0
984568,367148,85891.0,Friend,Other,500000.0,560500.0,17,17,17.0,0.0,Approved,False,560500.0,560500.0,60500.0,11,0
855574,601638,260478.0,Friend,Beauty Fashion,260000.0,299400.0,1,1,1.0,3.0,Approved,False,299400.0,299400.0,39400.0,29,0
895828,601638,260478.0,Friend,Beauty Fashion,286000.0,329400.0,2,2,2.0,3.0,Approved,False,329400.0,329400.0,43400.0,28,0
931427,601638,730701.0,Friend,Beauty Fashion,314600.0,362200.0,3,3,3.0,3.0,Approved,False,362200.0,362200.0,47600.0,21,0
962272,601638,730701.0,Friend,Beauty Fashion,346100.0,388000.0,4,4,4.0,3.0,Approved,False,388000.0,388000.0,41900.0,7,0
521997,388313,309549.0,Friend,Food Staple Goods,200000.0,223800.0,1,1,1.0,1.0,Approved,False,223800.0,223800.0,23800.0,24,0
548996,388313,309549.0,Friend,Food Staple Goods,217800.0,243700.0,2,2,2.0,1.0,Approved,False,243700.0,243700.0,25900.0,6,0
578206,388313,309549.0,Friend,Food Staple Goods,239600.0,268200.0,3,3,3.0,1.0,Approved,False,268200.0,268200.0,28600.0,24,0
609695,388313,309549.0,Friend,Food Staple Goods,263600.0,295000.0,4,4,4.0,1.0,Approved,False,295000.0,295000.0,31400.0,13,0
641710,388313,309549.0,Friend,Food Staple Goods,336000.0,376000.0,5,5,5.0,1.0,Approved,False,376000.0,376000.0,40000.0,6,0
674384,388313,309549.0,Friend,Food Staple Goods,369600.0,413600.0,6,6,6.0,1.0,Approved,False,413600.0,413600.0,44000.0,0,0
700796,388313,309549.0,Friend,Food Staple Goods,405600.0,453900.0,7,7,7.0,1.0,Approved,False,453900.0,453900.0,48300.0,4,0
732481,388313,309549.0,Friend,Food Staple Goods,446200.0,499300.0,8,8,8.0,1.0,Approved,False,499300.0,499300.0,53100.0,0,0
764103,388313,137987.0,Friend,Food Staple Goods,490800.0,550300.0,9,9,9.0,1.0,Approved,False,550300.0,550300.0,59500.0,0,0
794311,388313,137987.0,Friend,Food Staple Goods,539900.0,605300.0,10,10,10.0,1.0,Approved,False,605300.0,605300.0,65400.0,0,0
824595,388313,72330.0,Friend,Food Staple Goods,593900.0,665800.0,11,11,11.0,1.0,Approved,False,665800.0,665800.0,71900.0,0,0
847331,388313,72330.0,Friend,Food Staple Goods,641300.0,718900.0,12,12,12.0,1.0,Approved,False,718900.0,718900.0,77600.0,0,0
876397,388313,72330.0,Friend,Food Staple Goods,700300.0,784900.0,13,13,13.0,1.0,Approved,False,784900.0,784900.0,84600.0,0,0
902132,388313,72330.0,Friend,Food Staple Goods,770300.0,863300.0,14,14,14.0,1.0,Approved,False,863300.0,863300.0,93000.0,3,0
929002,388313,72330.0,Friend,Food Staple Goods,847300.0,949400.0,15,15,15.0,1.0,Approved,False,949400.0,949400.0,102100.0,0,0
956303,388313,72330.0,Friend,Food Staple Goods,847300.0,949400.0,16,16,16.0,1.0,Approved,False,949400.0,949400.0,102100.0,0,0
983962,388313,72330.0,Friend,Food Staple Goods,800000.0,896500.0,17,17,17.0,1.0,Approved,False,896500.0,896500.0,96500.0,0,0
796665,559011,108022.0,Friend,Phones Electronics,300000.0,354600.0,1,1,1.0,1.0,Approved,False,354600.0,354600.0,54600.0,26,0
826704,559011,108022.0,Friend,Phones Electronics,329200.0,389100.0,2,2,2.0,1.0,Approved,False,389100.0,389100.0,59900.0,0,0
858081,559011,108022.0,Friend,Phones Electronics,360000.0,425500.0,3,3,3.0,1.0,Approved,False,425500.0,425500.0,65500.0,0,0
889458,559011,108022.0,Friend,Phones Electronics,400000.0,472800.0,4,4,4.0,1.0,Approved,False,472800.0,472800.0,72800.0,0,0
917241,559011,108022.0,Friend,Phones Electronics,480000.0,552800.0,5,5,5.0,1.0,Approved,False,552800.0,552800.0,72800.0,0,0
945530,559011,108022.0,Friend,Phones Electronics,553500.0,637400.0,6,6,6.0,1.0,Approved,False,637400.0,637400.0,83900.0,0,0
975012,559011,108022.0,Friend,Phones Electronics,600000.0,690900.0,7,7,7.0,1.0,Approved,False,690900.0,690900.0,90900.0,0,0
749849,524822,279289.0,Google,Health Clinic,537600.0,618000.0,1,1,1.0,4.0,Approved,False,618000.0,618000.0,80400.0,3,0
781737,524822,279289.0,Google,Health Clinic,587000.0,664000.0,2,2,2.0,4.0,Approved,False,664000.0,664000.0,77000.0,6,0
812894,524822,279289.0,Google,Health Clinic,645700.0,730400.0,3,3,3.0,4.0,Approved,False,730400.0,730400.0,84700.0,7,0
844081,524822,279289.0,Google,Health Clinic,710300.0,803400.0,4,4,4.0,4.0,Approved,False,803400.0,803400.0,93100.0,0,0
879333,524822,279289.0,Google,Health Clinic,781300.0,883500.0,5,5,5.0,4.0,Approved,False,883500.0,883500.0,102200.0,15,0
904139,524822,279289.0,Google,Health Clinic,857400.0,969400.0,6,6,6.0,4.0,Approved,False,969400.0,969400.0,112000.0,10,0
925793,524822,279289.0,Google,Health Clinic,931200.0,1052700.0,7,7,7.0,4.0,Approved,False,1052700.0,1052700.0,121500.0,14,0
954336,524822,279289.0,Google,Health Clinic,1024300.0,1157800.0,8,8,8.0,4.0,Approved,False,1157800.0,1157800.0,133500.0,0,0
983772,524822,279289.0,Google,Health Clinic,1126700.0,1273500.0,9,9,9.0,4.0,Approved,False,1273500.0,1273500.0,146800.0,11,0
671036,473232,279289.0,Radio / TV / Newspaper,Health Clinic,260000.0,290900.0,1,1,1.0,2.0,Approved,False,290900.0,290900.0,30900.0,14,0
700284,473232,279289.0,Radio / TV / Newspaper,Health Clinic,250000.0,279800.0,2,2,2.0,2.0,Approved,False,279800.0,279800.0,29800.0,10,0
812904,473232,279289.0,Radio / TV / Newspaper,Health Clinic,314600.0,352700.0,3,3,3.0,2.0,Approved,False,352700.0,352700.0,38100.0,21,0
883611,473232,279289.0,Radio / TV / Newspaper,Health Clinic,346100.0,388000.0,4,4,4.0,2.0,Approved,False,388000.0,388000.0,41900.0,21,0
654627,463948,60425.0,Friend,Food Staple Goods,200000.0,229900.0,1,1,1.0,1.0,Approved,False,229900.0,229900.0,29900.0,32,0
688672,463948,60425.0,Friend,Food Staple Goods,200000.0,229900.0,2,2,2.0,1.0,Approved,False,229900.0,229900.0,29900.0,8,0
717038,463948,60425.0,Friend,Food Staple Goods,200000.0,229900.0,3,3,3.0,1.0,Approved,False,229900.0,229900.0,29900.0,9,0
747944,463948,60425.0,Friend,Food Staple Goods,220000.0,252900.0,4,4,4.0,1.0,Approved,False,252900.0,252900.0,32900.0,21,0
780817,463948,60425.0,Friend,Food Staple Goods,242000.0,278600.0,5,5,5.0,1.0,Approved,False,278600.0,278600.0,36600.0,4,0
809098,463948,60425.0,Friend,Food Staple Goods,242000.0,278600.0,6,6,6.0,1.0,Approved,False,278600.0,278600.0,36600.0,10,0
842137,463948,60425.0,Friend,Food Staple Goods,266200.0,306500.0,7,7,7.0,1.0,Approved,False,306500.0,306500.0,40300.0,0,0
861358,463948,60425.0,Friend,Food Staple Goods,400000.0,456500.0,8,8,8.0,1.0,Approved,False,456500.0,456500.0,56500.0,0,0
888703,463948,60425.0,Friend,Food Staple Goods,439000.0,501100.0,9,9,9.0,1.0,Approved,False,501100.0,501100.0,62100.0,0,0
916612,463948,60425.0,Friend,Food Staple Goods,200000.0,228300.0,10,10,10.0,1.0,Approved,False,228300.0,228300.0,28300.0,0,0
937580,463948,60425.0,Friend,Food Staple Goods,300000.0,342400.0,11,11,11.0,1.0,Approved,False,342400.0,342400.0,42400.0,0,0
954079,463948,60425.0,Friend,Food Staple Goods,556000.0,629000.0,12,12,12.0,1.0,Approved,False,629000.0,629000.0,73000.0,0,0
982369,463948,60425.0,Friend,Food Staple Goods,300000.0,339400.0,13,13,13.0,1.0,Approved,False,339400.0,339400.0,39400.0,0,0
346001,274857,218631.0,Friend,Phones Electronics,312000.0,346800.0,1,1,1.0,1.0,Approved,False,346800.0,346800.0,34800.0,9,0
355349,274857,218631.0,Friend,Phones Electronics,322700.0,358700.0,2,2,2.0,1.0,Approved,False,358700.0,358700.0,36000.0,25,0
384257,274857,320436.0,Friend,Phones Electronics,365200.0,405900.0,3,3,3.0,1.0,Approved,False,405900.0,405900.0,40700.0,25,0
413445,274857,320436.0,Friend,Phones Electronics,413800.0,459900.0,4,4,4.0,1.0,Approved,False,459900.0,459900.0,46100.0,0,0
449790,274857,320436.0,Friend,Phones Electronics,455200.0,505900.0,5,5,5.0,1.0,Approved,False,505900.0,505900.0,50700.0,0,0
483791,274857,320436.0,Friend,Phones Electronics,500700.0,556500.0,6,6,6.0,1.0,Approved,False,556500.0,556500.0,55800.0,0,0
513030,274857,320436.0,Friend,Phones Electronics,549500.0,610800.0,7,7,7.0,1.0,Approved,False,610800.0,610800.0,61300.0,0,0
542691,274857,320436.0,Friend,Phones Electronics,604400.0,676300.0,8,8,8.0,1.0,Approved,False,676300.0,676300.0,71900.0,0,0
572714,274857,320436.0,Friend,Phones Electronics,664800.0,743900.0,9,9,9.0,1.0,Approved,False,743900.0,743900.0,79100.0,0,0
603205,274857,320436.0,Friend,Phones Electronics,731300.0,818100.0,10,10,10.0,1.0,Approved,False,818100.0,818100.0,86800.0,0,0
636849,274857,320436.0,Friend,Phones Electronics,804400.0,899700.0,11,11,11.0,1.0,Approved,False,899700.0,899700.0,95300.0,0,0
668296,274857,320436.0,Friend,Phones Electronics,884800.0,989600.0,12,12,12.0,1.0,Approved,False,989600.0,989600.0,104800.0,0,0
698872,274857,320436.0,Friend,Phones Electronics,973300.0,1088400.0,13,13,13.0,1.0,Approved,False,1088400.0,1088400.0,115100.0,0,0
731044,274857,320436.0,Friend,Phones Electronics,1070600.0,1197100.0,14,14,14.0,1.0,Approved,False,1197100.0,1197100.0,126500.0,0,0
901709,274857,137991.0,Friend,Phones Electronics,1177700.0,1319000.0,15,15,15.0,1.0,Approved,False,1319000.0,1319000.0,141300.0,26,0
931713,274857,137991.0,Friend,Phones Electronics,1295500.0,1450800.0,16,16,16.0,1.0,Approved,False,1450800.0,1450800.0,155300.0,0,0
919511,645623,137991.0,Radio / TV / Newspaper,Beauty Fashion,230000.0,264900.0,1,1,1.0,,Approved,False,264900.0,264900.0,34900.0,0,0
952489,645623,137991.0,Radio / TV / Newspaper,Beauty Fashion,253000.0,286200.0,2,2,2.0,,Approved,False,286200.0,286200.0,33200.0,0,0
980761,645623,137991.0,Radio / TV / Newspaper,Beauty Fashion,278300.0,314800.0,3,3,3.0,,Approved,False,314800.0,314800.0,36500.0,0,0
718122,502186,395021.0,Radio / TV / Newspaper,Beauty Fashion,230000.0,264400.0,1,1,1.0,0.0,Approved,False,264400.0,264400.0,34400.0,17,0
748776,502186,395021.0,Radio / TV / Newspaper,Beauty Fashion,253000.0,285700.0,2,2,2.0,0.0,Approved,False,285700.0,285700.0,32700.0,20,0
779011,502186,395021.0,Radio / TV / Newspaper,Beauty Fashion,278300.0,312000.0,3,3,3.0,0.0,Approved,False,312000.0,312000.0,33700.0,18,0
808733,502186,395021.0,Radio / TV / Newspaper,Beauty Fashion,305400.0,342400.0,4,4,4.0,0.0,Approved,False,342400.0,342400.0,37000.0,24,0
845481,502186,395021.0,Radio / TV / Newspaper,Beauty Fashion,335900.0,376600.0,5,5,5.0,0.0,Approved,False,376600.0,376600.0,40700.0,0,0
861575,502186,395021.0,Radio / TV / Newspaper,Beauty Fashion,355700.0,398800.0,6,6,6.0,0.0,Approved,False,398800.0,398800.0,43100.0,0,0
885407,502186,395021.0,Radio / TV / Newspaper,Beauty Fashion,387400.0,434300.0,7,7,7.0,0.0,Approved,False,434300.0,434300.0,46900.0,0,0
912809,502186,395021.0,Radio / TV / Newspaper,Beauty Fashion,426100.0,477700.0,8,8,8.0,0.0,Approved,False,477700.0,477700.0,51600.0,0,0
938989,502186,395021.0,Radio / TV / Newspaper,Beauty Fashion,466500.0,523000.0,9,9,9.0,0.0,Approved,False,523000.0,523000.0,56500.0,23,0
968212,502186,395021.0,Radio / TV / Newspaper,Beauty Fashion,513200.0,575300.0,10,10,10.0,0.0,Approved,False,575300.0,575300.0,62100.0,14,0
756481,529696,279290.0,Radio / TV / Newspaper,Food Staple Goods,230000.0,264900.0,1,1,1.0,1.0,Approved,False,264900.0,264900.0,34900.0,0,0
784523,529696,279290.0,Radio / TV / Newspaper,Food Staple Goods,252400.0,290600.0,2,2,2.0,1.0,Approved,False,290600.0,290600.0,38200.0,0,0
805797,529696,279290.0,Radio / TV / Newspaper,Food Staple Goods,271700.0,312900.0,3,3,3.0,1.0,Approved,False,312900.0,312900.0,41200.0,0,0
831104,529696,279290.0,Radio / TV / Newspaper,Food Staple Goods,295100.0,339900.0,4,4,4.0,1.0,Approved,False,339900.0,339900.0,44800.0,0,0
858978,529696,279290.0,Radio / TV / Newspaper,Food Staple Goods,323100.0,372000.0,5,5,5.0,1.0,Approved,False,372000.0,372000.0,48900.0,0,0
882222,529696,279290.0,Radio / TV / Newspaper,Food Staple Goods,400000.0,460600.0,6,6,6.0,1.0,Approved,False,460600.0,460600.0,60600.0,25,0
910013,529696,279290.0,Radio / TV / Newspaper,Food Staple Goods,440000.0,506700.0,7,7,7.0,1.0,Approved,False,506700.0,506700.0,66700.0,29,0
939800,529696,279290.0,Radio / TV / Newspaper,Food Staple Goods,440000.0,506700.0,8,8,8.0,1.0,Approved,False,506700.0,506700.0,66700.0,29,0
968893,529696,279290.0,Radio / TV / Newspaper,Food Staple Goods,484000.0,557300.0,9,9,9.0,1.0,Approved,False,557300.0,557300.0,73300.0,0,0
540069,398714,320437.0,Facebook,Drugshop,200000.0,229900.0,1,1,1.0,2.0,Approved,False,229900.0,229900.0,29900.0,17,0
562724,398714,320437.0,Facebook,Drugshop,222100.0,250800.0,2,2,2.0,2.0,Approved,False,250800.0,250800.0,28700.0,12,0
576129,398714,320437.0,Facebook,Drugshop,267700.0,302200.0,3,3,3.0,2.0,Approved,False,302200.0,302200.0,34500.0,9,0
591426,398714,320437.0,Facebook,Drugshop,356700.0,402700.0,4,4,4.0,2.0,Approved,False,402700.0,402700.0,46000.0,14,0
616679,398714,320437.0,Facebook,Drugshop,454100.0,508100.0,5,5,5.0,2.0,Approved,False,508100.0,508100.0,54000.0,16,0
640640,398714,320437.0,Facebook,Drugshop,493200.0,551900.0,6,6,6.0,2.0,Approved,False,551900.0,551900.0,58700.0,17,0
660497,398714,320437.0,Facebook,Drugshop,531000.0,594200.0,7,7,7.0,2.0,Approved,False,594200.0,594200.0,63200.0,22,0
685900,398714,245779.0,Facebook,Drugshop,578300.0,647100.0,8,8,8.0,2.0,Approved,False,647100.0,647100.0,68800.0,18,0
712404,398714,245779.0,Facebook,Drugshop,631500.0,706700.0,9,9,9.0,2.0,Approved,False,706700.0,706700.0,75200.0,23,0
740820,398714,245779.0,Facebook,Drugshop,693000.0,775400.0,10,10,10.0,2.0,Approved,False,775400.0,775400.0,82400.0,15,0
769658,398714,245779.0,Facebook,Drugshop,762300.0,854400.0,11,11,11.0,2.0,Approved,False,854400.0,854400.0,92100.0,19,0
800681,398714,245779.0,Facebook,Drugshop,785200.0,879900.0,12,12,12.0,2.0,Approved,False,879900.0,879900.0,94700.0,12,0
831020,398714,245779.0,Facebook,Drugshop,808800.0,906300.0,13,13,13.0,2.0,Approved,False,906300.0,906300.0,97500.0,24,0
864141,398714,245779.0,Facebook,Drugshop,833100.0,933600.0,14,14,14.0,2.0,Approved,False,933600.0,933600.0,100500.0,12,0
885668,398714,245779.0,Facebook,Drugshop,853100.0,955900.0,15,15,15.0,2.0,Approved,False,955900.0,955900.0,102800.0,18,0
910981,398714,245779.0,Facebook,Drugshop,938400.0,1051300.0,16,16,16.0,2.0,Approved,False,1051300.0,1051300.0,112900.0,22,0
939414,398714,245779.0,Facebook,Drugshop,1032200.0,1156300.0,17,17,17.0,2.0,Approved,False,1156300.0,1156300.0,124100.0,16,0
967254,398714,245779.0,Facebook,Drugshop,1135400.0,1271700.0,18,18,18.0,2.0,Approved,False,1271700.0,1271700.0,136300.0,13,0
863189,250278,260478.0,Friend,Arts Media,150000.0,168200.0,1,1,1.0,1.0,Approved,False,168200.0,168200.0,18200.0,29,0
900807,250278,260478.0,Friend,Arts Media,165000.0,184900.0,2,2,2.0,1.0,Approved,False,184900.0,184900.0,19900.0,0,0
932647,250278,730701.0,Friend,Arts Media,181500.0,203500.0,3,3,3.0,1.0,Approved,False,203500.0,203500.0,22000.0,0,0
910345,474691,295227.0,Facebook,Food Staple Goods,180000.0,207300.0,3,1,1.0,2.0,Approved,False,207300.0,207300.0,27300.0,0,0
928551,474691,295227.0,Facebook,Food Staple Goods,192600.0,215900.0,4,2,2.0,2.0,Approved,False,215900.0,215900.0,23300.0,0,0
949927,474691,295227.0,Facebook,Food Staple Goods,209000.0,234300.0,5,3,3.0,2.0,Approved,True,0.0,234300.0,25300.0,0,1
981047,474691,295227.0,Facebook,Food Staple Goods,230100.0,272000.0,6,4,4.0,2.0,Approved,False,272000.0,272000.0,41900.0,30,0
406342,269523,309549.0,Friend,Drugshop,230000.0,269600.0,1,1,1.0,2.0,Approved,False,269600.0,269600.0,39600.0,25,0
436971,269523,309549.0,Friend,Drugshop,251800.0,279900.0,2,2,2.0,2.0,Approved,False,279900.0,279900.0,28100.0,26,0
474568,269523,309549.0,Friend,Drugshop,277000.0,307900.0,3,3,3.0,2.0,Approved,False,307900.0,307900.0,30900.0,31,0
510956,269523,309549.0,Friend,Drugshop,304700.0,338700.0,4,4,4.0,2.0,Approved,False,338700.0,338700.0,34000.0,28,0
541270,269523,309549.0,Friend,Drugshop,335200.0,375100.0,5,5,5.0,2.0,Approved,False,375100.0,375100.0,39900.0,27,0
568902,269523,309549.0,Friend,Drugshop,368700.0,412600.0,6,6,6.0,2.0,Approved,False,412600.0,412600.0,43900.0,31,0
600868,269523,309549.0,Friend,Drugshop,405600.0,453900.0,7,7,7.0,2.0,Approved,False,453900.0,453900.0,48300.0,7,0
631628,269523,309549.0,Friend,Drugshop,446200.0,499300.0,8,8,8.0,2.0,Approved,True,320000.0,499300.0,53100.0,5,1
665232,269523,309549.0,Friend,Drugshop,490800.0,564200.0,9,9,9.0,2.0,Approved,False,564200.0,564200.0,73400.0,13,0
697924,269523,309549.0,Friend,Drugshop,539900.0,615100.0,10,10,10.0,2.0,Approved,False,615100.0,615100.0,75200.0,9,0
724683,269523,309549.0,Friend,Drugshop,592500.0,675100.0,11,11,11.0,2.0,Approved,False,675100.0,675100.0,82600.0,10,0
756598,269523,175606.0,Friend,Drugshop,651800.0,737300.0,12,12,12.0,2.0,Approved,False,737300.0,737300.0,85500.0,11,0
790170,269523,175606.0,Friend,Drugshop,717000.0,810900.0,13,13,13.0,2.0,Approved,False,810900.0,810900.0,93900.0,12,0
821189,269523,175606.0,Friend,Drugshop,788700.0,891800.0,14,14,14.0,2.0,Approved,False,891800.0,891800.0,103100.0,5,0
852926,269523,175606.0,Friend,Drugshop,867600.0,981000.0,15,15,15.0,2.0,Approved,True,600000.0,981000.0,113400.0,10,1
886592,269523,175606.0,Friend,Drugshop,800000.0,920900.0,16,16,16.0,2.0,Approved,False,920900.0,920900.0,120900.0,14,0
913272,269523,175606.0,Friend,Drugshop,1049800.0,1197300.0,17,17,17.0,2.0,Approved,False,1197300.0,1197300.0,147500.0,8,0
944735,269523,175606.0,Friend,Drugshop,1100000.0,1254500.0,18,18,18.0,2.0,Approved,False,1254500.0,1254500.0,154500.0,21,0
