loan_id,principal,total_owing_at_issue,application_number,applying_for_loan_number,loan_number,employee_count,total_recovered_on_time,total_recovered_15_dpd,cash_yield_15_dpd,acquisition_channel,sector,applying_for_loan_number,approval_status,paid_late,repayment_duration_days,Target
881175,1210000.0,1367500.0,15,14,14.0,5.0,1367500.0,1367500.0,157500.0,Friend,Autoparts Hardware,14,Approved,False,20.0,0
907406,1331000.0,1504100.0,16,15,15.0,5.0,1504100.0,1504100.0,173100.0,Friend,Autoparts Hardware,15,Approved,False,25.0,0
932702,2000000.0,2259300.0,17,16,16.0,5.0,2259300.0,2259300.0,259300.0,Friend,Autoparts Hardware,16,Approved,False,11.0,0
959841,2100000.0,2372200.0,18,17,17.0,5.0,2372200.0,2372200.0,272200.0,Friend,Autoparts Hardware,17,Approved,False,8.0,0
988902,2205000.0,2490800.0,19,18,18.0,5.0,2490800.0,2490800.0,285800.0,Friend,Autoparts Hardware,18,Approved,False,24.0,0
822918,200000.0,230300.0,1,1,1.0,1.0,230300.0,230300.0,30300.0,Friend,Beauty Fashion,1,Approved,False,20.0,0
847057,324000.0,366500.0,2,2,2.0,1.0,366500.0,366500.0,42500.0,Friend,Beauty Fashion,2,Approved,False,0.0,0
864282,344300.0,386000.0,3,3,3.0,1.0,386000.0,386000.0,41700.0,Friend,Beauty Fashion,3,Approved,False,0.0,0
897539,378700.0,424500.0,4,4,4.0,1.0,424500.0,424500.0,45800.0,Friend,Beauty Fashion,4,Approved,False,0.0,0
925267,416600.0,467000.0,5,5,5.0,1.0,467000.0,467000.0,50400.0,Friend,Beauty Fashion,5,Approved,False,0.0,0
953068,458300.0,513700.0,6,6,6.0,1.0,513700.0,513700.0,55400.0,Friend,Beauty Fashion,6,Approved,False,0.0,0
983714,504100.0,565100.0,7,7,7.0,1.0,565100.0,565100.0,61000.0,Friend,Beauty Fashion,7,Approved,False,0.0,0
901830,276000.0,317800.0,1,1,1.0,,135000.0,317800.0,41800.0,Friend,Beauty Fashion,1,Approved,True,31.0,1
933091,303600.0,349600.0,2,2,2.0,,180000.0,349600.0,46000.0,Friend,Beauty Fashion,2,Approved,True,0.0,1
965885,334000.0,394800.0,3,3,3.0,,394800.0,394800.0,60800.0,Friend,Beauty Fashion,3,Approved,False,5.0,0
19829,154400.0,,1,1,,1.0,,,,Google,Beauty Fashion,1,Expired,False,412.0,0
181697,230000.0,,2,1,,1.0,,,,Google,Beauty Fashion,1,Expired,False,412.0,0
511562,260000.0,304700.0,3,1,1.0,1.0,304700.0,304700.0,44700.0,Google,Beauty Fashion,1,Approved,False,15.0,0
561108,200000.0,223800.0,4,2,2.0,1.0,223800.0,223800.0,23800.0,Google,Beauty Fashion,2,Approved,False,8.0,0
615006,300000.0,335700.0,5,3,3.0,1.0,335700.0,335700.0,35700.0,Google,Beauty Fashion,3,Approved,False,0.0,0
668973,380000.0,425200.0,6,4,4.0,1.0,425200.0,425200.0,45200.0,Google,Beauty Fashion,4,Approved,False,0.0,0
727094,150000.0,167900.0,7,5,5.0,1.0,167900.0,167900.0,17900.0,Google,Beauty Fashion,5,Approved,False,0.0,0
773432,400000.0,448400.0,8,6,6.0,1.0,448400.0,448400.0,48400.0,Google,Beauty Fashion,6,Approved,False,0.0,0
805318,500000.0,560500.0,9,7,7.0,1.0,560500.0,560500.0,60500.0,Google,Beauty Fashion,7,Approved,False,0.0,0
839709,200000.0,224200.0,10,8,8.0,1.0,224200.0,224200.0,24200.0,Google,Beauty Fashion,8,Approved,False,0.0,0
847323,520000.0,582900.0,11,9,9.0,1.0,582900.0,582900.0,62900.0,Google,Beauty Fashion,9,Approved,False,0.0,0
863185,250000.0,280300.0,12,10,10.0,1.0,280300.0,280300.0,30300.0,Google,Beauty Fashion,10,Approved,False,0.0,0
864368,605800.0,679200.0,13,11,11.0,1.0,679200.0,679200.0,73400.0,Google,Beauty Fashion,11,Approved,False,0.0,0
893748,660000.0,739800.0,14,12,12.0,1.0,739800.0,739800.0,79800.0,Google,Beauty Fashion,12,Approved,False,0.0,0
923253,733000.0,836400.0,15,13,13.0,1.0,836400.0,836400.0,103400.0,Google,Beauty Fashion,13,Approved,False,0.0,0
953849,806300.0,903500.0,16,14,14.0,1.0,903500.0,903500.0,97200.0,Google,Beauty Fashion,14,Approved,False,0.0,0
144577,200000.0,227100.0,1,1,1.0,4.0,227100.0,227100.0,27100.0,Friend,Beauty Fashion,1,Approved,False,27.0,0
166679,320000.0,,2,2,,4.0,,,,Friend,Beauty Fashion,2,Expired,False,412.0,0
747642,200000.0,225800.0,3,2,2.0,4.0,225800.0,225800.0,25800.0,Friend,Beauty Fashion,2,Approved,False,0.0,0
786789,200000.0,226200.0,4,3,3.0,4.0,0.0,226200.0,26200.0,Friend,Beauty Fashion,3,Approved,True,0.0,1
832083,450000.0,513600.0,5,4,4.0,4.0,513600.0,513600.0,63600.0,Friend,Beauty Fashion,4,Approved,False,0.0,0
864629,300000.0,342400.0,6,5,5.0,4.0,342400.0,342400.0,42400.0,Friend,Beauty Fashion,5,Approved,False,0.0,0
894387,300000.0,342400.0,7,6,6.0,4.0,342400.0,342400.0,42400.0,Friend,Beauty Fashion,6,Approved,False,0.0,0
927528,150000.0,171200.0,8,7,7.0,4.0,171200.0,171200.0,21200.0,Friend,Beauty Fashion,7,Approved,False,0.0,0
939079,300000.0,336300.0,9,8,8.0,4.0,336300.0,336300.0,36300.0,Friend,Beauty Fashion,8,Approved,False,0.0,0
972739,200000.0,224200.0,10,9,9.0,4.0,224200.0,224200.0,24200.0,Friend,Beauty Fashion,9,Approved,False,0.0,0
667564,100000.0,111900.0,1,1,1.0,2.0,111900.0,111900.0,11900.0,Friend,Beauty Fashion,1,Approved,False,29.0,0
698316,286000.0,320000.0,2,2,2.0,2.0,320000.0,320000.0,34000.0,Friend,Beauty Fashion,2,Approved,False,0.0,0
725057,313900.0,351300.0,3,3,3.0,2.0,351300.0,351300.0,37400.0,Friend,Beauty Fashion,3,Approved,False,0.0,0
756499,345300.0,386400.0,4,4,4.0,2.0,386400.0,386400.0,41100.0,Friend,Beauty Fashion,4,Approved,False,0.0,0
789692,260000.0,291500.0,5,5,5.0,2.0,291500.0,291500.0,31500.0,Friend,Beauty Fashion,5,Approved,False,0.0,0
805596,381500.0,427700.0,6,6,6.0,2.0,427700.0,427700.0,46200.0,Friend,Beauty Fashion,6,Approved,False,1.0,0
838887,420000.0,470800.0,7,7,7.0,2.0,0.0,470800.0,50800.0,Friend,Beauty Fashion,7,Approved,True,0.0,1
873791,460000.0,529700.0,8,8,8.0,2.0,529700.0,529700.0,69700.0,Friend,Beauty Fashion,8,Approved,False,0.0,0
911753,190000.0,218800.0,9,9,9.0,2.0,218800.0,218800.0,28800.0,Friend,Beauty Fashion,9,Approved,False,0.0,0
926517,430000.0,482100.0,10,10,10.0,2.0,310000.0,482100.0,52100.0,Friend,Beauty Fashion,10,Approved,True,15.0,1
956154,373000.0,418100.0,11,11,11.0,2.0,418100.0,418100.0,45100.0,Friend,Beauty Fashion,11,Approved,False,0.0,0
169037,260000.0,289000.0,1,1,1.0,2.0,289000.0,289000.0,29000.0,Friend,Beauty Fashion,1,Approved,False,27.0,0
199292,304500.0,338400.0,2,2,2.0,2.0,338400.0,338400.0,33900.0,Friend,Beauty Fashion,2,Approved,False,0.0,0
235039,487200.0,541400.0,3,3,3.0,2.0,541400.0,541400.0,54200.0,Friend,Beauty Fashion,3,Approved,False,0.0,0
279239,779500.0,866400.0,4,4,4.0,2.0,866400.0,866400.0,86900.0,Friend,Beauty Fashion,4,Approved,False,0.0,0
314002,1247200.0,1386100.0,5,5,5.0,2.0,1386100.0,1386100.0,138900.0,Friend,Beauty Fashion,5,Approved,False,0.0,0
343888,1272100.0,1413800.0,6,6,6.0,2.0,1413800.0,1413800.0,141700.0,Friend,Beauty Fashion,6,Approved,False,0.0,0
371925,1297500.0,1442100.0,7,7,7.0,2.0,1442100.0,1442100.0,144600.0,Friend,Beauty Fashion,7,Approved,False,0.0,0
403888,1323400.0,1470800.0,8,8,8.0,2.0,1470800.0,1470800.0,147400.0,Friend,Beauty Fashion,8,Approved,False,0.0,0
438127,1349900.0,1500300.0,9,9,9.0,2.0,1500300.0,1500300.0,150400.0,Friend,Beauty Fashion,9,Approved,False,4.0,0
473787,1376900.0,1530300.0,10,10,10.0,2.0,1530300.0,1530300.0,153400.0,Friend,Beauty Fashion,10,Approved,False,0.0,0
508233,1404400.0,1560800.0,11,11,11.0,2.0,1560800.0,1560800.0,156400.0,Friend,Beauty Fashion,11,Approved,False,0.0,0
538256,1432500.0,1601200.0,12,12,12.0,2.0,1601200.0,1601200.0,168700.0,Friend,Beauty Fashion,12,Approved,False,7.0,0
567904,1461200.0,1633200.0,13,13,13.0,2.0,1633200.0,1633200.0,172000.0,Friend,Beauty Fashion,13,Approved,False,0.0,0
596361,1490400.0,1665800.0,14,14,14.0,2.0,1665800.0,1665800.0,175400.0,Friend,Beauty Fashion,14,Approved,False,0.0,0
630000,1520200.0,1699100.0,15,15,15.0,2.0,1699100.0,1699100.0,178900.0,Friend,Beauty Fashion,15,Approved,False,0.0,0
662552,1550600.0,1733100.0,16,16,16.0,2.0,1733100.0,1733100.0,182500.0,Friend,Beauty Fashion,16,Approved,False,0.0,0
694543,1581600.0,1767800.0,17,17,17.0,2.0,1767800.0,1767800.0,186200.0,Friend,Beauty Fashion,17,Approved,False,0.0,0
724936,1613200.0,1803000.0,18,18,18.0,2.0,1803000.0,1803000.0,189800.0,Friend,Beauty Fashion,18,Approved,False,0.0,0
756533,1645500.0,1839100.0,19,19,19.0,2.0,1839100.0,1839100.0,193600.0,Friend,Beauty Fashion,19,Approved,False,0.0,0
789902,1678400.0,1879200.0,20,20,20.0,2.0,1879200.0,1879200.0,200800.0,Friend,Beauty Fashion,20,Approved,False,0.0,0
822319,1712000.0,1916800.0,21,21,21.0,2.0,1916800.0,1916800.0,204800.0,Friend,Beauty Fashion,21,Approved,False,0.0,0
856323,1746200.0,1955100.0,22,22,22.0,2.0,1955100.0,1955100.0,208900.0,Friend,Beauty Fashion,22,Approved,False,0.0,0
888015,1781100.0,1994200.0,23,23,23.0,2.0,1994200.0,1994200.0,213100.0,Friend,Beauty Fashion,23,Approved,False,0.0,0
914710,1750000.0,1959300.0,24,24,24.0,2.0,1959300.0,1959300.0,209300.0,Friend,Beauty Fashion,24,Approved,False,0.0,0
945384,1853000.0,2093400.0,25,25,25.0,2.0,2093400.0,2093400.0,240400.0,Friend,Beauty Fashion,25,Approved,False,0.0,0
975210,1890100.0,2135300.0,26,26,26.0,2.0,2135300.0,2135300.0,245200.0,Friend,Beauty Fashion,26,Approved,False,0.0,0
455037,260000.0,289000.0,1,1,1.0,1.0,289000.0,289000.0,29000.0,Friend,Beauty Fashion,1,Approved,False,28.0,0
492554,286000.0,317900.0,2,2,2.0,1.0,317900.0,317900.0,31900.0,Friend,Beauty Fashion,2,Approved,False,26.0,0
523189,314600.0,352100.0,3,3,3.0,1.0,352100.0,352100.0,37500.0,Friend,Beauty Fashion,3,Approved,False,0.0,0
552150,346100.0,387300.0,4,4,4.0,1.0,387300.0,387300.0,41200.0,Friend,Beauty Fashion,4,Approved,False,0.0,0
580548,380700.0,426000.0,5,5,5.0,1.0,426000.0,426000.0,45300.0,Friend,Beauty Fashion,5,Approved,False,13.0,0
610898,418800.0,468700.0,6,6,6.0,1.0,468700.0,468700.0,49900.0,Friend,Beauty Fashion,6,Approved,False,8.0,0
642781,460700.0,515600.0,7,7,7.0,1.0,515600.0,515600.0,54900.0,Friend,Beauty Fashion,7,Approved,False,0.0,0
688097,506800.0,567100.0,8,8,8.0,1.0,567100.0,567100.0,60300.0,Friend,Beauty Fashion,8,Approved,False,0.0,0
718200,557500.0,623900.0,9,9,9.0,1.0,623900.0,623900.0,66400.0,Friend,Beauty Fashion,9,Approved,False,0.0,0
751465,613200.0,686200.0,10,10,10.0,1.0,686200.0,686200.0,73000.0,Friend,Beauty Fashion,10,Approved,False,0.0,0
781955,674500.0,756100.0,11,11,11.0,1.0,0.0,756100.0,81600.0,Friend,Beauty Fashion,11,Approved,True,0.0,1
816185,742000.0,854200.0,12,12,12.0,1.0,854200.0,854200.0,112200.0,Friend,Beauty Fashion,12,Approved,False,0.0,0
850635,816200.0,922900.0,13,13,13.0,1.0,922900.0,922900.0,106700.0,Friend,Beauty Fashion,13,Approved,False,0.0,0
881922,897800.0,1015100.0,14,14,14.0,1.0,1015100.0,1015100.0,117300.0,Friend,Beauty Fashion,14,Approved,False,0.0,0
910439,987600.0,1116400.0,15,15,15.0,1.0,1116400.0,1116400.0,128800.0,Friend,Beauty Fashion,15,Approved,False,0.0,0
939623,1086400.0,1228000.0,16,16,16.0,1.0,1228000.0,1228000.0,141600.0,Friend,Beauty Fashion,16,Approved,False,0.0,0
968375,1195000.0,1350500.0,17,17,17.0,1.0,1350500.0,1350500.0,155500.0,Friend,Beauty Fashion,17,Approved,False,0.0,0
992608,310000.0,357000.0,1,1,1.0,,357000.0,357000.0,47000.0,Radio / TV / Newspaper,Drugshop,1,Approved,False,0.0,0
294086,230000.0,,1,1,,0.0,,,,Friend,Beauty Fashion,1,Expired,False,412.0,0
327951,230000.0,255600.0,2,1,1.0,0.0,255600.0,255600.0,25600.0,Friend,Beauty Fashion,1,Approved,False,28.0,0
356425,253000.0,281200.0,3,2,2.0,0.0,281200.0,281200.0,28200.0,Friend,Beauty Fashion,2,Approved,False,0.0,0
419665,278300.0,309300.0,4,3,3.0,0.0,309300.0,309300.0,31000.0,Friend,Beauty Fashion,3,Approved,False,17.0,0
451489,304700.0,338700.0,5,4,4.0,0.0,338700.0,338700.0,34000.0,Friend,Beauty Fashion,4,Approved,False,26.0,0
485255,335200.0,372500.0,6,5,5.0,0.0,372500.0,372500.0,37300.0,Friend,Beauty Fashion,5,Approved,False,0.0,0
519440,368700.0,412600.0,7,6,6.0,0.0,412600.0,412600.0,43900.0,Friend,Beauty Fashion,6,Approved,False,0.0,0
555574,405600.0,453900.0,8,7,7.0,0.0,453900.0,453900.0,48300.0,Friend,Beauty Fashion,7,Approved,False,0.0,0
585563,446200.0,499300.0,9,8,8.0,0.0,499300.0,499300.0,53100.0,Friend,Beauty Fashion,8,Approved,False,10.0,0
617462,490800.0,,10,9,,0.0,,,,Friend,Beauty Fashion,9,Cancelled,False,412.0,0
623053,490800.0,549200.0,11,9,9.0,0.0,549200.0,549200.0,58400.0,Friend,Beauty Fashion,9,Approved,False,13.0,0
653859,240000.0,268600.0,12,10,10.0,0.0,268600.0,268600.0,28600.0,Friend,Beauty Fashion,10,Approved,False,0.0,0
681142,300000.0,335700.0,13,11,11.0,0.0,335700.0,335700.0,35700.0,Friend,Beauty Fashion,11,Approved,False,4.0,0
706670,500000.0,559500.0,14,12,12.0,0.0,559500.0,559500.0,59500.0,Friend,Beauty Fashion,12,Approved,False,12.0,0
737554,711700.0,796300.0,15,13,13.0,0.0,796300.0,796300.0,84600.0,Friend,Beauty Fashion,13,Approved,False,24.0,0
763130,600000.0,672600.0,16,14,14.0,0.0,672600.0,672600.0,72600.0,Friend,Beauty Fashion,14,Approved,False,20.0,0
795990,400000.0,448400.0,17,15,15.0,0.0,448400.0,448400.0,48400.0,Friend,Beauty Fashion,15,Approved,False,6.0,0
826527,600000.0,672600.0,18,16,16.0,0.0,672600.0,672600.0,72600.0,Friend,Beauty Fashion,16,Approved,False,8.0,0
859278,300000.0,336300.0,19,17,17.0,0.0,336300.0,336300.0,36300.0,Friend,Beauty Fashion,17,Approved,False,7.0,0
888936,550000.0,616600.0,20,18,18.0,0.0,616600.0,616600.0,66600.0,Friend,Beauty Fashion,18,Approved,False,8.0,0
918239,600000.0,684800.0,21,19,19.0,0.0,684800.0,684800.0,84800.0,Friend,Beauty Fashion,19,Approved,False,3.0,0
943680,600000.0,684800.0,22,20,20.0,0.0,684800.0,684800.0,84800.0,Friend,Beauty Fashion,20,Approved,False,1.0,0
974897,650000.0,741900.0,23,21,21.0,0.0,741900.0,741900.0,91900.0,Friend,Beauty Fashion,21,Approved,False,2.0,0
456898,230000.0,,1,1,,3.0,,,,Facebook,Manufacturing,1,Expired,False,412.0,0
465184,230000.0,255600.0,2,1,1.0,3.0,255600.0,255600.0,25600.0,Facebook,Manufacturing,1,Approved,False,0.0,0
495638,251800.0,279900.0,3,2,2.0,3.0,279900.0,279900.0,28100.0,Facebook,Manufacturing,2,Approved,False,0.0,0
526174,277000.0,310000.0,4,3,3.0,3.0,310000.0,310000.0,33000.0,Facebook,Manufacturing,3,Approved,False,0.0,0
550025,300000.0,335700.0,5,4,4.0,3.0,335700.0,335700.0,35700.0,Facebook,Manufacturing,4,Approved,False,0.0,0
572971,328500.0,367600.0,6,5,5.0,3.0,367600.0,367600.0,39100.0,Facebook,Manufacturing,5,Approved,False,0.0,0
603501,361400.0,404400.0,7,6,6.0,3.0,404400.0,404400.0,43000.0,Facebook,Manufacturing,6,Approved,False,0.0,0
640486,397500.0,444900.0,8,7,7.0,3.0,444900.0,444900.0,47400.0,Facebook,Manufacturing,7,Approved,False,0.0,0
674691,437200.0,489200.0,9,8,8.0,3.0,489200.0,489200.0,52000.0,Facebook,Manufacturing,8,Approved,False,0.0,0
699511,477400.0,534200.0,10,9,9.0,3.0,534200.0,534200.0,56800.0,Facebook,Manufacturing,9,Approved,False,0.0,0
736995,525100.0,587600.0,11,10,10.0,3.0,587600.0,587600.0,62500.0,Facebook,Manufacturing,10,Approved,False,5.0,0
766104,577600.0,647500.0,12,11,11.0,3.0,647500.0,647500.0,69900.0,Facebook,Manufacturing,11,Approved,False,1.0,0
794584,630000.0,706300.0,13,12,12.0,3.0,0.0,706300.0,76300.0,Facebook,Manufacturing,12,Approved,True,0.0,1
827599,695500.0,800800.0,14,13,13.0,3.0,800800.0,800800.0,105300.0,Facebook,Manufacturing,13,Approved,False,11.0,0
859111,765000.0,880700.0,15,14,14.0,3.0,880700.0,880700.0,115700.0,Facebook,Manufacturing,14,Approved,False,0.0,0
890905,841500.0,968600.0,16,15,15.0,3.0,968600.0,968600.0,127100.0,Facebook,Manufacturing,15,Approved,False,12.0,0
920202,925600.0,1065200.0,17,16,16.0,3.0,1065200.0,1065200.0,139600.0,Facebook,Manufacturing,16,Approved,False,0.0,0
951370,1018200.0,1202600.0,18,17,17.0,3.0,1202600.0,1202600.0,184400.0,Facebook,Manufacturing,17,Approved,False,0.0,0
978493,1120000.0,1322700.0,19,18,18.0,3.0,1322700.0,1322700.0,202700.0,Facebook,Manufacturing,18,Approved,False,0.0,0
514678,200000.0,228300.0,1,1,1.0,2.0,228300.0,228300.0,28300.0,Friend,Beauty Fashion,1,Approved,False,16.0,0
530892,213200.0,238600.0,2,2,2.0,2.0,238600.0,238600.0,25400.0,Friend,Beauty Fashion,2,Approved,False,10.0,0
553255,230900.0,258400.0,3,3,3.0,2.0,258400.0,258400.0,27500.0,Friend,Beauty Fashion,3,Approved,False,4.0,0
580315,254000.0,284200.0,4,4,4.0,2.0,284200.0,284200.0,30200.0,Friend,Beauty Fashion,4,Approved,False,0.0,0
610367,279400.0,312600.0,5,5,5.0,2.0,312600.0,312600.0,33200.0,Friend,Beauty Fashion,5,Approved,False,14.0,0
640342,300000.0,335700.0,6,6,6.0,2.0,335700.0,335700.0,35700.0,Friend,Beauty Fashion,6,Approved,False,27.0,0
677074,338000.0,378200.0,7,7,7.0,2.0,378200.0,378200.0,40200.0,Friend,Beauty Fashion,7,Approved,False,25.0,0
707574,371800.0,416100.0,8,8,8.0,2.0,416100.0,416100.0,44300.0,Friend,Beauty Fashion,8,Approved,False,29.0,0
739229,409000.0,457700.0,9,9,9.0,2.0,457700.0,457700.0,48700.0,Friend,Beauty Fashion,9,Approved,False,9.0,0
769864,360000.0,403600.0,10,10,10.0,2.0,403600.0,403600.0,43600.0,Friend,Beauty Fashion,10,Approved,False,0.0,0
802795,494900.0,554800.0,11,11,11.0,2.0,554800.0,554800.0,59900.0,Friend,Beauty Fashion,11,Approved,False,24.0,0
834370,544400.0,610300.0,12,12,12.0,2.0,610300.0,610300.0,65900.0,Friend,Beauty Fashion,12,Approved,False,28.0,0
868760,320000.0,358700.0,13,13,13.0,2.0,358700.0,358700.0,38700.0,Friend,Beauty Fashion,13,Approved,False,0.0,0
898743,658700.0,738400.0,14,14,14.0,2.0,738400.0,738400.0,79700.0,Friend,Beauty Fashion,14,Approved,False,29.0,0
927806,620000.0,713900.0,15,15,15.0,2.0,713900.0,713900.0,93900.0,Friend,Beauty Fashion,15,Approved,False,11.0,0
959395,797100.0,901400.0,16,16,16.0,2.0,901400.0,901400.0,104300.0,Friend,Beauty Fashion,16,Approved,False,16.0,0
142044,260000.0,295300.0,1,1,1.0,0.0,295300.0,295300.0,35300.0,Friend,Food Staple Goods,1,Approved,False,30.0,0
171169,286000.0,326500.0,2,2,2.0,0.0,326500.0,326500.0,40500.0,Friend,Food Staple Goods,2,Approved,False,0.0,0
200659,150000.0,171300.0,3,3,3.0,0.0,171300.0,171300.0,21300.0,Friend,Food Staple Goods,3,Approved,False,0.0,0
239386,300000.0,342500.0,4,4,4.0,0.0,342500.0,342500.0,42500.0,Friend,Food Staple Goods,4,Approved,False,0.0,0
282376,355000.0,405400.0,5,5,5.0,0.0,405400.0,405400.0,50400.0,Friend,Food Staple Goods,5,Approved,False,2.0,0
740488,250000.0,287400.0,6,6,6.0,0.0,287400.0,287400.0,37400.0,Friend,Food Staple Goods,6,Approved,False,0.0,0
773742,275000.0,316700.0,7,7,7.0,0.0,316700.0,316700.0,41700.0,Friend,Food Staple Goods,7,Approved,False,0.0,0
806072,300000.0,345500.0,8,8,8.0,0.0,345500.0,345500.0,45500.0,Friend,Food Staple Goods,8,Approved,False,0.0,0
839039,330000.0,380000.0,9,9,9.0,0.0,380000.0,380000.0,50000.0,Friend,Food Staple Goods,9,Approved,False,0.0,0
872697,360000.0,414500.0,10,10,10.0,0.0,414500.0,414500.0,54500.0,Friend,Food Staple Goods,10,Approved,False,0.0,0
899884,400000.0,460600.0,11,11,11.0,0.0,460600.0,460600.0,60600.0,Friend,Food Staple Goods,11,Approved,False,0.0,0
927312,443000.0,510100.0,12,12,12.0,0.0,510100.0,510100.0,67100.0,Friend,Food Staple Goods,12,Approved,False,0.0,0
955864,430000.0,495200.0,13,13,13.0,0.0,495200.0,495200.0,65200.0,Friend,Food Staple Goods,13,Approved,False,0.0,0
469981,230000.0,262600.0,1,1,1.0,0.0,95000.0,262600.0,32600.0,Facebook,Beauty Fashion,1,Approved,True,0.0,1
515111,230000.0,269600.0,2,2,2.0,0.0,269600.0,269600.0,39600.0,Facebook,Beauty Fashion,2,Approved,False,0.0,0
546678,250000.0,284800.0,3,3,3.0,0.0,284800.0,284800.0,34800.0,Facebook,Beauty Fashion,3,Approved,False,0.0,0
574802,270000.0,307600.0,4,4,4.0,0.0,307600.0,307600.0,37600.0,Facebook,Beauty Fashion,4,Approved,False,0.0,0
606720,300000.0,341800.0,5,5,5.0,0.0,341800.0,341800.0,41800.0,Facebook,Beauty Fashion,5,Approved,False,0.0,0
639673,336700.0,383600.0,6,6,6.0,0.0,383600.0,383600.0,46900.0,Facebook,Beauty Fashion,6,Approved,False,0.0,0
670546,355000.0,404500.0,7,7,7.0,0.0,404500.0,404500.0,49500.0,Facebook,Beauty Fashion,7,Approved,False,0.0,0
702798,400000.0,455700.0,8,8,8.0,0.0,455700.0,455700.0,55700.0,Facebook,Beauty Fashion,8,Approved,False,0.0,0
734086,420000.0,478500.0,9,9,9.0,0.0,478500.0,478500.0,58500.0,Facebook,Beauty Fashion,9,Approved,False,0.0,0
766175,490000.0,559300.0,10,10,10.0,0.0,559300.0,559300.0,69300.0,Facebook,Beauty Fashion,10,Approved,False,0.0,0
798464,500000.0,570700.0,11,11,11.0,0.0,570700.0,570700.0,70700.0,Facebook,Beauty Fashion,11,Approved,False,0.0,0
831844,590000.0,673400.0,12,12,12.0,0.0,673400.0,673400.0,83400.0,Facebook,Beauty Fashion,12,Approved,False,0.0,0
866648,600000.0,684800.0,13,13,13.0,0.0,684800.0,684800.0,84800.0,Facebook,Beauty Fashion,13,Approved,False,0.0,0
895054,620000.0,707600.0,14,14,14.0,0.0,707600.0,707600.0,87600.0,Facebook,Beauty Fashion,14,Approved,False,0.0,0
924263,790000.0,901400.0,15,15,15.0,0.0,901400.0,901400.0,111400.0,Facebook,Beauty Fashion,15,Approved,False,0.0,0
953357,800000.0,912700.0,16,16,16.0,0.0,912700.0,912700.0,112700.0,Facebook,Beauty Fashion,16,Approved,False,0.0,0
469981,230000.0,262600.0,1,1,1.0,0.0,95000.0,262600.0,32600.0,Facebook,Beauty Fashion,1,Approved,True,0.0,1
515111,230000.0,269600.0,2,2,2.0,0.0,269600.0,269600.0,39600.0,Facebook,Beauty Fashion,2,Approved,False,0.0,0
546678,250000.0,284800.0,3,3,3.0,0.0,284800.0,284800.0,34800.0,Facebook,Beauty Fashion,3,Approved,False,0.0,0
574802,270000.0,307600.0,4,4,4.0,0.0,307600.0,307600.0,37600.0,Facebook,Beauty Fashion,4,Approved,False,0.0,0
606720,300000.0,341800.0,5,5,5.0,0.0,341800.0,341800.0,41800.0,Facebook,Beauty Fashion,5,Approved,False,0.0,0
639673,336700.0,383600.0,6,6,6.0,0.0,383600.0,383600.0,46900.0,Facebook,Beauty Fashion,6,Approved,False,0.0,0
670546,355000.0,404500.0,7,7,7.0,0.0,404500.0,404500.0,49500.0,Facebook,Beauty Fashion,7,Approved,False,0.0,0
702798,400000.0,455700.0,8,8,8.0,0.0,455700.0,455700.0,55700.0,Facebook,Beauty Fashion,8,Approved,False,0.0,0
734086,420000.0,478500.0,9,9,9.0,0.0,478500.0,478500.0,58500.0,Facebook,Beauty Fashion,9,Approved,False,0.0,0
766175,490000.0,559300.0,10,10,10.0,0.0,559300.0,559300.0,69300.0,Facebook,Beauty Fashion,10,Approved,False,0.0,0
798464,500000.0,570700.0,11,11,11.0,0.0,570700.0,570700.0,70700.0,Facebook,Beauty Fashion,11,Approved,False,0.0,0
831844,590000.0,673400.0,12,12,12.0,0.0,673400.0,673400.0,83400.0,Facebook,Beauty Fashion,12,Approved,False,0.0,0
866648,600000.0,684800.0,13,13,13.0,0.0,684800.0,684800.0,84800.0,Facebook,Beauty Fashion,13,Approved,False,0.0,0
895054,620000.0,707600.0,14,14,14.0,0.0,707600.0,707600.0,87600.0,Facebook,Beauty Fashion,14,Approved,False,0.0,0
924263,790000.0,901400.0,15,15,15.0,0.0,901400.0,901400.0,111400.0,Facebook,Beauty Fashion,15,Approved,False,0.0,0
953357,800000.0,912700.0,16,16,16.0,0.0,912700.0,912700.0,112700.0,Facebook,Beauty Fashion,16,Approved,False,0.0,0
986049,930000.0,1060900.0,17,17,17.0,0.0,1060900.0,1060900.0,130900.0,Facebook,Beauty Fashion,17,Approved,False,0.0,0
428453,100000.0,114200.0,1,1,1.0,1.0,114200.0,114200.0,14200.0,Friend,Repairs Cleaning,1,Approved,False,19.0,0
455300,108000.0,120000.0,2,2,2.0,1.0,120000.0,120000.0,12000.0,Friend,Repairs Cleaning,2,Approved,False,25.0,0
491322,118800.0,132100.0,3,3,3.0,1.0,132100.0,132100.0,13300.0,Friend,Repairs Cleaning,3,Approved,False,18.0,0
532368,130700.0,146300.0,4,4,4.0,1.0,146300.0,146300.0,15600.0,Friend,Repairs Cleaning,4,Approved,False,9.0,0
561747,143000.0,160000.0,5,5,5.0,1.0,160000.0,160000.0,17000.0,Friend,Repairs Cleaning,5,Approved,False,5.0,0
592131,158200.0,177000.0,6,6,6.0,1.0,177000.0,177000.0,18800.0,Friend,Repairs Cleaning,6,Approved,False,19.0,0
